table_index,name,c_entry,source_file,offset,sexptype,eval,arity,kernel,evaluation_policy,argument_policy,coercion_policy,vector_policy,index_policy,attribute_policy,dispatch_policy,effect_policy,replacement_policy,attribute_operation,matrix_operation
551,setMaxNumMathThreads,do_setmaxnumthreads,src/main/eval.c,0,BUILTINSXP,11,1,io,eager,fixed,identity,scalar,none,drop,none,external-io,none,none,none
552,stdin,do_stdin,src/main/connections.c,0,BUILTINSXP,11,0,io,eager,fixed,identity,scalar,none,drop,none,external-io,none,none,none
553,stdout,do_stdout,src/main/connections.c,0,BUILTINSXP,11,0,io,eager,fixed,identity,scalar,none,drop,none,external-io,none,none,none
554,stderr,do_stderr,src/main/connections.c,0,BUILTINSXP,11,0,io,eager,fixed,identity,scalar,none,drop,none,external-io,none,none,none
555,isatty,do_isatty,src/main/connections.c,0,BUILTINSXP,11,1,io,eager,fixed,identity,scalar,none,drop,none,external-io,none,none,none
556,readLines,do_readLines,src/main/connections.c,0,BUILTINSXP,11,6,io,eager,fixed,identity,scalar,none,drop,none,external-io,none,none,none
557,writeLines,do_writelines,src/main/connections.c,0,BUILTINSXP,111,4,io,eager,fixed,identity,scalar,none,drop,none,external-io,none,none,none
558,readBin,do_readbin,src/main/connections.c,0,BUILTINSXP,11,6,io,eager,fixed,identity,scalar,none,drop,none,external-io,none,none,none
559,writeBin,do_writebin,src/main/connections.c,0,BUILTINSXP,211,5,io,eager,fixed,identity,scalar,none,drop,none,external-io,none,none,none
560,readChar,do_readchar,src/main/connections.c,0,BUILTINSXP,11,3,io,eager,fixed,identity,scalar,none,drop,none,external-io,none,none,none
561,writeChar,do_writechar,src/main/connections.c,0,BUILTINSXP,211,5,io,eager,fixed,identity,scalar,none,drop,none,external-io,none,none,none
562,open,do_open,src/main/connections.c,0,BUILTINSXP,111,3,io,eager,fixed,identity,scalar,none,drop,none,external-io,none,none,none
563,isOpen,do_isopen,src/main/connections.c,0,BUILTINSXP,11,2,io,eager,fixed,identity,scalar,none,drop,none,external-io,none,none,none
564,isIncomplete,do_isincomplete,src/main/connections.c,0,BUILTINSXP,11,1,io,eager,fixed,identity,scalar,none,drop,none,external-io,none,none,none
565,isSeekable,do_isseekable,src/main/connections.c,0,BUILTINSXP,11,1,io,eager,fixed,identity,scalar,none,drop,none,external-io,none,none,none
566,close,do_close,src/main/connections.c,0,BUILTINSXP,111,2,io,eager,fixed,identity,scalar,none,drop,none,external-io,none,none,none
567,flush,do_flush,src/main/connections.c,0,BUILTINSXP,111,1,io,eager,fixed,identity,scalar,none,drop,none,external-io,none,none,none
568,file,do_url,src/main/connections.c,1,BUILTINSXP,11,6,io,eager,fixed,identity,scalar,none,drop,none,external-io,none,none,none
569,url,do_url,src/main/connections.c,0,BUILTINSXP,11,6,io,eager,fixed,identity,scalar,none,drop,none,external-io,none,none,none
570,pipe,do_pipe,src/main/connections.c,0,BUILTINSXP,11,3,io,eager,fixed,identity,scalar,none,drop,none,external-io,none,none,none
571,fifo,do_fifo,src/main/connections.c,0,BUILTINSXP,11,4,io,eager,fixed,identity,scalar,none,drop,none,external-io,none,none,none
572,gzfile,do_gzfile,src/main/connections.c,0,BUILTINSXP,11,4,io,eager,fixed,identity,scalar,none,drop,none,external-io,none,none,none
573,bzfile,do_gzfile,src/main/connections.c,1,BUILTINSXP,11,4,io,eager,fixed,identity,scalar,none,drop,none,external-io,none,none,none
574,xzfile,do_gzfile,src/main/connections.c,2,BUILTINSXP,11,4,io,eager,fixed,identity,scalar,none,drop,none,external-io,none,none,none
575,zstdfile,do_gzfile,src/main/connections.c,3,BUILTINSXP,11,4,io,eager,fixed,identity,scalar,none,drop,none,external-io,none,none,none
576,unz,do_unz,src/main/connections.c,0,BUILTINSXP,11,3,io,eager,fixed,identity,scalar,none,drop,none,external-io,none,none,none
577,seek,do_seek,src/main/connections.c,0,BUILTINSXP,11,4,io,eager,fixed,identity,scalar,none,drop,none,external-io,none,none,none
578,truncate,do_truncate,src/main/connections.c,0,BUILTINSXP,11,1,io,eager,fixed,identity,scalar,none,drop,none,external-io,none,none,none
579,pushBack,do_pushback,src/main/connections.c,0,BUILTINSXP,111,4,io,eager,fixed,identity,scalar,none,drop,none,external-io,none,none,none
580,clearPushBack,do_clearpushback,src/main/connections.c,0,BUILTINSXP,111,1,io,eager,fixed,identity,scalar,none,drop,none,external-io,none,none,none
581,pushBackLength,do_pushbacklength,src/main/connections.c,0,BUILTINSXP,11,1,io,eager,fixed,identity,scalar,none,drop,none,external-io,none,none,none
582,rawConnection,do_rawconnection,src/main/connections.c,0,BUILTINSXP,11,3,io,eager,fixed,identity,scalar,none,drop,none,external-io,none,none,none
583,rawConnectionValue,do_rawconvalue,src/main/connections.c,0,BUILTINSXP,11,1,io,eager,fixed,identity,scalar,none,drop,none,external-io,none,none,none
584,textConnection,do_textconnection,src/main/connections.c,0,BUILTINSXP,11,5,io,eager,fixed,identity,scalar,none,drop,none,external-io,none,none,none
585,textConnectionValue,do_textconvalue,src/main/connections.c,0,BUILTINSXP,11,1,io,eager,fixed,identity,scalar,none,drop,none,external-io,none,none,none
586,socketConnection,do_sockconn,src/main/connections.c,0,BUILTINSXP,11,8,io,eager,fixed,identity,scalar,none,drop,none,external-io,none,none,none
587,socketAccept,do_sockconn,src/main/connections.c,1,BUILTINSXP,11,6,io,eager,fixed,identity,scalar,none,drop,none,external-io,none,none,none
588,sockSelect,do_sockselect,src/main/connections.c,0,BUILTINSXP,11,3,io,eager,fixed,identity,scalar,none,drop,none,external-io,none,none,none
589,serverSocket,do_serversocket,src/main/connections.c,0,BUILTINSXP,11,1,io,eager,fixed,identity,scalar,none,drop,none,external-io,none,none,none
590,socketTimeout,do_socktimeout,src/main/connections.c,0,BUILTINSXP,11,2,io,eager,fixed,identity,scalar,none,drop,none,external-io,none,none,none
591,getConnection,do_getconnection,src/main/connections.c,0,BUILTINSXP,11,1,environment,eager,fixed,identity,scalar,none,drop,methods,environment,none,none,none
592,getAllConnections,do_getallconnections,src/main/connections.c,0,BUILTINSXP,11,0,environment,eager,fixed,identity,scalar,none,drop,methods,environment,none,none,none
593,summary.connection,do_sumconnection,src/main/connections.c,0,BUILTINSXP,11,1,io,eager,fixed,identity,scalar,none,drop,none,external-io,none,none,none
594,gzcon,do_gzcon,src/main/connections.c,0,BUILTINSXP,11,4,io,eager,fixed,identity,scalar,none,drop,none,external-io,none,none,none
595,memCompress,do_memCompress,src/main/connections.c,0,BUILTINSXP,11,2,io,eager,fixed,identity,scalar,none,drop,none,external-io,none,none,none
596,memDecompress,do_memDecompress,src/main/connections.c,0,BUILTINSXP,11,2,io,eager,fixed,identity,scalar,none,drop,none,external-io,none,none,none
597,readDCF,do_readDCF,src/main/dcf.c,0,BUILTINSXP,11,3,io,eager,fixed,identity,scalar,none,drop,none,external-io,none,none,none
598,lockEnvironment,do_lockEnv,src/main/envir.c,0,BUILTINSXP,111,2,environment,eager,fixed,identity,scalar,none,drop,methods,environment,none,none,none
599,environmentIsLocked,do_envIsLocked,src/main/envir.c,0,BUILTINSXP,11,1,environment,eager,fixed,identity,scalar,none,drop,methods,environment,none,none,none
600,lockBinding,do_lockBnd,src/main/envir.c,0,BUILTINSXP,111,2,environment,eager,fixed,identity,scalar,none,drop,none,environment,none,none,none
601,unlockBinding,do_lockBnd,src/main/envir.c,1,BUILTINSXP,111,2,environment,eager,fixed,identity,scalar,none,drop,none,environment,none,none,none
602,bindingIsLocked,do_bndIsLocked,src/main/envir.c,0,BUILTINSXP,11,2,environment,eager,fixed,identity,scalar,none,drop,none,environment,none,none,none
603,makeActiveBinding,do_mkActiveBnd,src/main/envir.c,0,BUILTINSXP,111,3,environment,eager,fixed,identity,scalar,none,drop,none,environment,none,none,none
604,bindingIsActive,do_bndIsActive,src/main/envir.c,0,BUILTINSXP,11,2,environment,eager,fixed,identity,scalar,none,drop,none,environment,none,none,none
605,activeBindingFunction,do_activeBndFun,src/main/envir.c,0,BUILTINSXP,11,2,environment,eager,fixed,identity,scalar,none,drop,none,environment,none,none,none
606,getBindingType,do_bindingType,src/main/envir.c,0,BUILTINSXP,11,2,environment,eager,fixed,identity,scalar,none,drop,methods,environment,none,none,none
607,delayedBindingExpression,do_delayedBindingExpr,src/main/envir.c,0,BUILTINSXP,11,2,environment,eager,fixed,identity,scalar,none,drop,methods,environment,none,none,none
608,delayedBindingEnvironment,do_delayedBindingEnv,src/main/envir.c,0,BUILTINSXP,11,2,environment,eager,fixed,identity,scalar,none,drop,methods,environment,none,none,none
609,forcedBindingExpression,do_forcedBindingExpr,src/main/envir.c,0,BUILTINSXP,11,2,environment,eager,fixed,identity,scalar,none,drop,methods,environment,none,none,none
610,dotsExist,do_dotsExist,src/main/envir.c,0,BUILTINSXP,11,2,environment,eager,fixed,identity,scalar,none,drop,none,environment,none,none,none
611,getDotType,do_dotType,src/main/envir.c,0,BUILTINSXP,11,3,environment,eager,fixed,identity,scalar,none,drop,none,environment,none,none,none
612,dotDelayedExpression,do_dotDelayedExpr,src/main/envir.c,0,BUILTINSXP,11,3,environment,eager,fixed,identity,scalar,none,drop,none,environment,none,none,none
613,dotDelayedEnvironment,do_dotDelayedEnv,src/main/envir.c,0,BUILTINSXP,11,3,environment,eager,fixed,identity,scalar,none,drop,methods,environment,none,none,none
614,dotForcedExpression,do_dotForcedExpr,src/main/envir.c,0,BUILTINSXP,11,3,environment,eager,fixed,identity,scalar,none,drop,none,environment,none,none,none
615,dotsLength,do_CDotsLength,src/main/envir.c,0,BUILTINSXP,11,2,environment,eager,fixed,identity,scalar,none,drop,none,environment,none,none,none
616,dotsNames,do_CDotsNames,src/main/envir.c,0,BUILTINSXP,11,2,attribute,eager,fixed,identity,scalar,none,central,object,pure,none,none,none
617,dotsElt,do_CDotsElt,src/main/envir.c,0,BUILTINSXP,11,3,environment,eager,fixed,identity,scalar,none,drop,none,environment,none,none,none
618,mkUnbound,do_mkUnbound,src/main/envir.c,0,BUILTINSXP,111,1,environment,eager,fixed,identity,scalar,none,drop,none,environment,none,none,none
619,isNamespaceEnv,do_isNSEnv,src/main/envir.c,0,BUILTINSXP,11,1,environment,eager,fixed,identity,scalar,none,drop,methods,environment,none,none,none
620,registerNamespace,do_regNS,src/main/envir.c,0,BUILTINSXP,11,2,environment,eager,fixed,identity,scalar,none,drop,none,environment,none,none,none
621,unregisterNamespace,do_unregNS,src/main/envir.c,0,BUILTINSXP,11,1,environment,eager,fixed,identity,scalar,none,drop,none,environment,none,none,none
622,getRegisteredNamespace,do_getRegNS,src/main/envir.c,0,BUILTINSXP,11,1,environment,eager,fixed,identity,scalar,none,drop,methods,environment,none,none,none
623,isRegisteredNamespace,do_getRegNS,src/main/envir.c,1,BUILTINSXP,11,1,environment,eager,fixed,identity,scalar,none,drop,methods,environment,none,none,none
624,getNamespaceRegistry,do_getNSRegistry,src/main/envir.c,0,BUILTINSXP,11,0,environment,eager,fixed,identity,scalar,none,drop,methods,environment,none,none,none
625,importIntoEnv,do_importIntoEnv,src/main/envir.c,0,BUILTINSXP,11,4,environment,eager,fixed,identity,scalar,none,drop,methods,environment,none,none,none
626,env.profile,do_envprofile,src/main/envir.c,0,BUILTINSXP,211,1,environment,eager,fixed,identity,scalar,none,drop,methods,environment,none,none,none
627,Encoding,do_encoding,src/main/util.c,0,BUILTINSXP,11,1,character,eager,fixed,character,elementwise-recycle,none,drop,none,pure,none,none,none
628,setEncoding,do_setencoding,src/main/util.c,0,BUILTINSXP,11,2,character,eager,fixed,character,elementwise-recycle,none,drop,none,pure,none,none,none
629,setTimeLimit,do_setTimeLimit,src/main/sysutils.c,0,BUILTINSXP,111,3,system,eager,fixed,identity,scalar,none,drop,none,external-system,none,none,none
630,setSessionTimeLimit,do_setSessionTimeLimit,src/main/sysutils.c,0,BUILTINSXP,111,2,system,eager,fixed,identity,scalar,none,drop,none,external-system,none,none,none
631,icuSetCollate,do_ICUset,src/main/util.c,0,BUILTINSXP,111,-1,runtime,eager,variadic,identity,scalar,none,drop,none,pure,none,none,none
632,icuGetCollate,do_ICUget,src/main/util.c,0,BUILTINSXP,11,1,environment,eager,fixed,identity,scalar,none,drop,methods,environment,none,none,none
633,readRenviron,do_readEnviron,src/main/Renviron.c,0,BUILTINSXP,111,1,environment,eager,fixed,identity,scalar,none,drop,methods,environment,none,none,none
634,shortRowNames,do_shortRowNames,src/main/attrib.c,0,BUILTINSXP,11,2,attribute,eager,fixed,identity,scalar,none,central,object,pure,none,row-names,none
635,copyDFattr,do_copyDFattr,src/main/attrib.c,0,BUILTINSXP,11,2,attribute,eager,fixed,identity,scalar,none,central,object,pure,none,copy,none
636,getRegisteredRoutines,do_getRegisteredRoutines,src/main/Rdynload.c,0,BUILTINSXP,11,1,environment,eager,fixed,identity,scalar,none,drop,methods,environment,none,none,none
637,getLoadedDLLs,do_getDllTable,src/main/Rdynload.c,0,BUILTINSXP,11,0,environment,eager,fixed,identity,scalar,none,drop,methods,environment,none,none,none
638,getSymbolInfo,do_getSymbolInfo,src/main/Rdynload.c,0,BUILTINSXP,11,3,environment,eager,fixed,identity,scalar,none,drop,methods,environment,none,none,none
639,.isMethodsDispatchOn,do_S4on,src/main/objects.c,0,BUILTINSXP,1,-1,runtime,eager,variadic,identity,scalar,none,drop,none,pure,none,none,none
640,lazyLoadDBfetch,do_lazyLoadDBfetch,src/main/serialize.c,0,BUILTINSXP,1,4,serialization,eager,fixed,identity,scalar,none,graph,none,external-io,none,none,none
641,lazyLoadDBflush,do_lazyLoadDBflush,src/main/serialize.c,0,BUILTINSXP,11,1,serialization,eager,fixed,identity,scalar,none,graph,none,external-io,none,none,none
642,getVarsFromFrame,do_getVarsFromFrame,src/main/serialize.c,0,BUILTINSXP,11,3,environment,eager,fixed,identity,scalar,none,drop,methods,environment,none,none,none
643,lazyLoadDBinsertValue,do_lazyLoadDBinsertValue,src/main/serialize.c,0,BUILTINSXP,11,5,serialization,eager,fixed,identity,scalar,none,graph,none,external-io,none,none,none
644,bincode,do_bincode,src/main/util.c,0,BUILTINSXP,11,4,runtime,eager,fixed,identity,scalar,none,drop,none,pure,none,none,none
645,tabulate,do_tabulate,src/main/util.c,0,BUILTINSXP,11,2,runtime,eager,fixed,identity,scalar,none,drop,none,pure,none,none,none
646,findInterval,do_findinterval,src/main/util.c,0,BUILTINSXP,11,6,runtime,eager,fixed,identity,scalar,none,drop,none,pure,none,none,none
647,pretty,do_pretty,src/main/util.c,0,BUILTINSXP,11,8,runtime,eager,fixed,identity,scalar,none,drop,none,pure,none,none,none
648,formatC,do_formatC,src/main/format.c,0,BUILTINSXP,11,7,runtime,eager,fixed,identity,scalar,none,drop,none,pure,none,none,none
649,crc64,do_crc64,src/main/util.c,0,BUILTINSXP,11,1,runtime,eager,fixed,identity,scalar,none,drop,none,pure,none,none,none
650,bitwiseAnd,do_bitwise,src/main/relop.c,1,BUILTINSXP,11,2,bitwise,eager,fixed,integer-or-raw,elementwise-recycle,none,drop,none,pure,none,none,none
651,bitwiseNot,do_bitwise,src/main/relop.c,2,BUILTINSXP,11,1,bitwise,eager,fixed,integer-or-raw,elementwise-recycle,none,drop,none,pure,none,none,none
652,bitwiseOr,do_bitwise,src/main/relop.c,3,BUILTINSXP,11,2,bitwise,eager,fixed,integer-or-raw,elementwise-recycle,none,drop,none,pure,none,none,none
653,bitwiseXor,do_bitwise,src/main/relop.c,4,BUILTINSXP,11,2,bitwise,eager,fixed,integer-or-raw,elementwise-recycle,none,drop,none,pure,none,none,none
654,bitwiseShiftL,do_bitwise,src/main/relop.c,5,BUILTINSXP,11,2,bitwise,eager,fixed,integer-or-raw,elementwise-recycle,none,drop,none,pure,none,none,none
655,bitwiseShiftR,do_bitwise,src/main/relop.c,6,BUILTINSXP,11,2,bitwise,eager,fixed,integer-or-raw,elementwise-recycle,none,drop,none,pure,none,none,none
656,serialize,do_serialize,src/main/serialize.c,0,BUILTINSXP,11,5,serialization,eager,fixed,identity,scalar,none,graph,none,external-io,none,none,none
657,serializeb,do_serialize,src/main/serialize.c,1,BUILTINSXP,11,5,serialization,eager,fixed,identity,scalar,none,graph,none,external-io,none,none,none
658,unserialize,do_serialize,src/main/serialize.c,2,BUILTINSXP,11,2,serialization,eager,fixed,identity,scalar,none,graph,none,external-io,none,none,none
659,rowsum_matrix,do_rowsum,src/main/unique.c,0,BUILTINSXP,11,5,reduction,eager,fixed,common-numeric,reduce,none,summary,summary-group,pure,none,none,none
660,rowsum_df,do_rowsum,src/main/unique.c,1,BUILTINSXP,11,5,reduction,eager,fixed,common-numeric,reduce,none,summary,summary-group,pure,none,none,none
661,objsxp,do_objsxp,src/main/objects.c,0,BUILTINSXP,11,0,runtime,eager,fixed,identity,scalar,none,drop,none,pure,none,none,none
662,setS4Object,do_setS4Object,src/main/objects.c,0,BUILTINSXP,11,3,runtime,eager,fixed,identity,scalar,none,drop,none,pure,none,none,none
663,traceOnOff,do_traceOnOff,src/main/debug.c,0,BUILTINSXP,11,1,runtime,eager,fixed,identity,scalar,none,drop,none,pure,none,none,none
664,debugOnOff,do_traceOnOff,src/main/debug.c,1,BUILTINSXP,11,1,runtime,eager,fixed,identity,scalar,none,drop,none,pure,none,none,none
665,La_qr_cmplx,do_lapack,src/main/lapack.c,0,BUILTINSXP,11,1,matrix,eager,fixed,numeric,column-major,dimensions,dimensions,none,pure,none,none,lapack-backend
666,La_rs,do_lapack,src/main/lapack.c,1,BUILTINSXP,11,2,matrix,eager,fixed,numeric,column-major,dimensions,dimensions,none,pure,none,none,lapack-backend
667,La_rs_cmplx,do_lapack,src/main/lapack.c,2,BUILTINSXP,11,2,matrix,eager,fixed,numeric,column-major,dimensions,dimensions,none,pure,none,none,lapack-backend
668,La_rg,do_lapack,src/main/lapack.c,3,BUILTINSXP,11,2,matrix,eager,fixed,numeric,column-major,dimensions,dimensions,none,pure,none,none,lapack-backend
669,La_rg_cmplx,do_lapack,src/main/lapack.c,41,BUILTINSXP,11,2,matrix,eager,fixed,numeric,column-major,dimensions,dimensions,none,pure,none,none,lapack-backend
670,La_rs,do_lapack,src/main/lapack.c,5,BUILTINSXP,11,2,matrix,eager,fixed,numeric,column-major,dimensions,dimensions,none,pure,none,none,lapack-backend
671,La_rs_cmplx,do_lapack,src/main/lapack.c,51,BUILTINSXP,11,2,matrix,eager,fixed,numeric,column-major,dimensions,dimensions,none,pure,none,none,lapack-backend
672,La_dlange,do_lapack,src/main/lapack.c,6,BUILTINSXP,11,2,matrix,eager,fixed,numeric,column-major,dimensions,dimensions,none,pure,none,none,lapack-backend
673,La_dgecon,do_lapack,src/main/lapack.c,7,BUILTINSXP,11,2,matrix,eager,fixed,numeric,column-major,dimensions,dimensions,none,pure,none,none,lapack-backend
674,La_dtrcon,do_lapack,src/main/lapack.c,8,BUILTINSXP,11,2,matrix,eager,fixed,numeric,column-major,dimensions,dimensions,none,pure,none,none,lapack-backend
675,La_dtrcon3,do_lapack,src/main/lapack.c,81,BUILTINSXP,11,3,matrix,eager,fixed,numeric,column-major,dimensions,dimensions,none,pure,none,none,lapack-backend
676,La_zlange,do_lapack,src/main/lapack.c,61,BUILTINSXP,11,2,matrix,eager,fixed,numeric,column-major,dimensions,dimensions,none,pure,none,none,lapack-backend
677,La_zgecon,do_lapack,src/main/lapack.c,9,BUILTINSXP,11,2,matrix,eager,fixed,numeric,column-major,dimensions,dimensions,none,pure,none,none,lapack-backend
678,La_ztrcon,do_lapack,src/main/lapack.c,10,BUILTINSXP,11,2,matrix,eager,fixed,numeric,column-major,dimensions,dimensions,none,pure,none,none,lapack-backend
679,La_ztrcon3,do_lapack,src/main/lapack.c,13,BUILTINSXP,11,3,matrix,eager,fixed,numeric,column-major,dimensions,dimensions,none,pure,none,none,lapack-backend
680,La_solve_cmplx,do_lapack,src/main/lapack.c,11,BUILTINSXP,11,3,matrix,eager,fixed,numeric,column-major,dimensions,dimensions,none,pure,none,none,lapack-backend
681,La_solve,do_lapack,src/main/lapack.c,100,BUILTINSXP,11,3,matrix,eager,fixed,numeric,column-major,dimensions,dimensions,none,pure,none,none,lapack-backend
682,La_qr,do_lapack,src/main/lapack.c,101,BUILTINSXP,11,1,matrix,eager,fixed,numeric,column-major,dimensions,dimensions,none,pure,none,none,lapack-backend
683,La_chol,do_lapack,src/main/lapack.c,200,BUILTINSXP,11,3,matrix,eager,fixed,numeric,column-major,dimensions,dimensions,none,pure,none,none,lapack-backend
684,La_chol2inv,do_lapack,src/main/lapack.c,201,BUILTINSXP,11,2,matrix,eager,fixed,numeric,column-major,dimensions,dimensions,none,pure,none,none,lapack-backend
685,qr_coef_real,do_lapack,src/main/lapack.c,300,BUILTINSXP,11,2,matrix,eager,fixed,numeric,column-major,dimensions,dimensions,none,pure,none,none,lapack-backend
686,qr_qy_real,do_lapack,src/main/lapack.c,301,BUILTINSXP,11,3,matrix,eager,fixed,numeric,column-major,dimensions,dimensions,none,pure,none,none,lapack-backend
687,det_ge_real,do_lapack,src/main/lapack.c,302,BUILTINSXP,11,2,matrix,eager,fixed,numeric,column-major,dimensions,dimensions,none,pure,none,none,lapack-backend
688,qr_coef_cmplx,do_lapack,src/main/lapack.c,303,BUILTINSXP,11,2,matrix,eager,fixed,numeric,column-major,dimensions,dimensions,none,pure,none,none,lapack-backend
689,qr_qy_cmplx,do_lapack,src/main/lapack.c,304,BUILTINSXP,11,3,matrix,eager,fixed,numeric,column-major,dimensions,dimensions,none,pure,none,none,lapack-backend
690,La_svd,do_lapack,src/main/lapack.c,400,BUILTINSXP,11,5,matrix,eager,fixed,numeric,column-major,dimensions,dimensions,none,pure,none,none,lapack-backend
691,La_svd_cmplx,do_lapack,src/main/lapack.c,401,BUILTINSXP,11,5,matrix,eager,fixed,numeric,column-major,dimensions,dimensions,none,pure,none,none,lapack-backend
692,La_version,do_lapack,src/main/lapack.c,1000,BUILTINSXP,11,0,matrix,eager,fixed,numeric,column-major,dimensions,dimensions,none,pure,none,none,lapack-backend
693,La_library,do_lapack,src/main/lapack.c,1001,BUILTINSXP,11,0,matrix,eager,fixed,numeric,column-major,dimensions,dimensions,none,pure,none,none,lapack-backend
694,bcprofcounts,do_bcprofcounts,src/main/eval.c,0,BUILTINSXP,11,0,language,eager,fixed,identity,scalar,none,drop,none,control-or-environment,none,none,none
695,bcprofstart,do_bcprofstart,src/main/eval.c,0,BUILTINSXP,11,0,language,eager,fixed,identity,scalar,none,drop,none,control-or-environment,none,none,none
696,bcprofstop,do_bcprofstop,src/main/eval.c,0,BUILTINSXP,11,0,language,eager,fixed,identity,scalar,none,drop,none,control-or-environment,none,none,none
697,eSoftVersion,do_eSoftVersion,src/main/platform.c,0,BUILTINSXP,11,0,system,eager,fixed,identity,scalar,none,drop,none,external-system,none,none,none
698,curlVersion,do_curlVersion,src/main/internet.c,0,BUILTINSXP,11,0,io,eager,fixed,identity,scalar,none,drop,none,external-io,none,none,none
699,curlGetHeaders,do_curlGetHeaders,src/main/internet.c,0,BUILTINSXP,11,5,environment,eager,fixed,identity,scalar,none,drop,methods,environment,none,none,none
700,curlDownload,do_curlDownload,src/main/internet.c,0,BUILTINSXP,11,6,io,eager,fixed,identity,scalar,none,drop,none,external-io,none,none,none
701,compilerVersion,do_compilerVersion,src/main/platform.c,0,BUILTINSXP,11,0,system,eager,fixed,identity,scalar,none,drop,none,external-system,none,none,none
